"ID","CAT","COMPANY_NAME","EMAIL","ADDRESS","CITY","STATE","ZIPCODE","PHONE_NUMBER","FAX_NUMBER","SIC_CODE","SIC_DESCRIPTION","WEB_ADDRESS"
"231399","W","Woodstock Broadcasting Network","garyc@radiowoodstock.com","293 Tinker Street","WOODSTOCK","NY","12498","9146797600","9146795600","4833","Television stations","WOODSTOCKBOUTIQUE.COM;WOODSTOCKEMPORIUM.COM;WOODSTOCKSTORES.COM"
"231400","S","SCS Engineers","jbanks@scsengineers.com","140 Route 303","Valley Cottage","NY","10989-1923","2095458391","8453535727","871120","Engineers-Environmental","www.scsengineers.com"
"231401","N","Neuhaus Realty; Inc.","flannery4@aol.com","3171 Richmond Rd","Staten Island","NY","10306-1949","7189873336","null","6531","Real Estate","null"
"231402","E","E.J. Del Monte Corp","jthompson@lynnet.com","450 Commack Road","NEW YORK","NY","14625","7162277690","null","701101","Hotels & Motels","WEDDINGPLANNERMAGAZINE.COM"
"231403","E","Elemental Foods","katie@elementalfoods.com","248 west 14th street","NEW YORK","NY","10010","2126336133","null","203204","Food Specialties","ELEMENTALFOODS.COM"
"231404","D","Dance Films Association","dfa5@juno.com","null","NEW YORK","NY","10010","2127270764","null","792215","Dance Companies","DANCEFILMSASSN.ORG"
"231405","S","Shea & Sanders Real Estate Inc","scott@sheaandsanders.com","744 Nesconset Hwy","Smithtown","NY","11787","6313600004","null","6531","Real Estate","null"
"231406","M","Montana Associates Inc","plewis@mlslirealtor.com","115 N Broadway; P O Box 7","Hicksville","NY","11801","5169383600","null","6531","Real Estate","null"
"231407","M","Mount Vernon Hotel Museum","l.bedell@mvhm.org","421 E 61st St","New York","NY","10021-8736","2128387390","2128386878","841201","Museums","www.mvhm.org"
"231408","O","Our Lady of Hope Church","dmhanson@optonline.net","PO Box 352 - Carle Place","BALDWIN","NY","11510","5163346288","null","8661","Religious organizations","PRECENTOR.ORG"
"231409","R","Robey Newsom","caferacer@earthlink.net","2568 86th Street","BROOKLYN","NY","11231","7189351282","null","581214","Cafes","sarteam.com"
"231410","K","Keady Travel","keadytravel@aol.com","59 Jessey Halsey Ln","Sag Harbor","NY","11963-2608","6317255902","6317256616","472402","Travel Agencies & Bureaus","www.keadytravel.com"
"231411","J","Job Path","graphicfutures@earthlink.net","22 W 38th St # 11","New York","NY","10018-0099","2129215342","2129440560","873303","Foundation-Educ Philanthropic Research","www.jobpathnyc.org"
"231412","H","Hughes Hubbard & Reed LLP","lacroix@hugheshubbard.com","1 Battery Park Plz # 16","New York","NY","10004-1405","2136132800","2128376666","811103","Attorneys","www.hugheshubbard.com"
"231413","I","International Cultures Mission","iif@10.org","7 W 44th St # 2","New York","NY","10036-6610","2122216667","2122216667","839998","Non-Profit Organizations","www.10.org"
"231414","P","Prudential Douglas Elliman RE","ddeluca1@mlslirealtor.com","100 W Main St","East Islip","NY","11730","6315818855","null","6531","Real Estate","null"
"231415","J","John S Radice & Associates","malenski@buffalo.edu","375 Parker Avenue","BUFFALO","NY","14215","7168342525","null","861102","Associations","WNYBASSPROSHOP.COM^^WNYFISHING.COM^^X-ARCHITECTURE.ORG^^XIMAIN.COM"
"231416","C","Coldwell Banker Prime Prop.","kmoy@cbpp.com","475 Broadway Ste 2","Saratoga Springs","NY","12866-6735","5185873400","null","6531","Real Estate","null"
"231417","K","Kimberly Reed","maddi175@twcny.rr.com","51Adam Avenue #1","INTERLAKEN","NY","14847","6072778336","6072734002","738999","Business Services Nec","k26warehouse.com"
"231418","N","New York Times","louisu@nytimes.com","229 W 43rd St","NEW YORK","NY","10036-3959","2125561234","null","271101","Newspapers (Publishers)","www.nytimes.com"
"231419","D","Devra Bader Skin Care & Beauty Spa","info@devrabader.com","38 Garth Road","Scarsdale","NY","10583","9147251158","null","723106","Beauty Salons","devrabader.com"
"231420","L","Lewis Brisbois","weatherup@lbbslaw.com","100 Wall St","New York","NY","10005-3701","4153622580","2122321300","811103","Attorneys","www.lbbslaw.com"
"231421","C","Canfield media and arts; inc","elvin_garcia@hotmail.com","205 W Court St Apt A","NEW YORK","NY","11210","7189631330","null","731304","Media Brokers","MASAJESEXUAL.COM^^MASAJESEXUALES.COM^^MASAJESEXUALES.NET"
"231422","D","DKO New York","rgaspar@celatone.net","641 Sixth Avenue 5th Floor","NEW YORK","NY","10010","2128750664","9496667897","175299","Floor Laying Contractor","BLUORBIT.COM;BLUORBITINTERNATIONAL.COM;DKONY.COM;JAMMIEGIRL.COM"
"231423","S","Slater","ariel@agora-galley.com","47 Macdougal Street","NEW YORK","NY","10011","2122264151","null","737904","Computers","ARTMINE.COM"
"231424","C","Century 21 Sherlock Homes","sgtpeter@aol.com","43 N Park Ave","Rockville Centre","NY","11570","5167642601","null","6531","Real Estate","null"
"231425","C","CER Towers","TomRoe@certowers.com","7383 Utica Blvd","Lowville","NY","13367-9503","3153768139","3153763333","344102","Towers (Manufacturers)","NULL"
"231426","O","Office Furniture Heaven Inc","ischmidt@officefurnitureheaven.com","22 W 19th St # 7","New York","NY","10011-4204","2127278028","2129898600","593211","Office Furniture & Equip-Used","www.officefurnitureheaven.com"
"231427","C","Capriotto Auto Parts","jlarson@partsplus.com","6900 Mooradian Dr","Niagara Falls","NY","14304-2261","8164837554","7162837155","501313","Automobile Parts & Supplies-Wholesale","www.mawdi.com"
"231428","C","Campion Weeks/GMAC","wevansgmac@aol.com","1721 Black River Blvd.","Rome","NY","13440","3153394885","null","6531","Real Estate","null"
"231429","J","Jonathan Atkin","jonathan@ptownkiss.com","23 E 17th St","NEW YORK","NY","10003","2122425218","2126455827","9999","Unclassified","shipshooter.com"
"231430","C","Christmas Realty","xmas@pipeline.com","282 Vanderbilt Ave","BROOKLYN","NY","11205","7182303780","null","6531","Real Estate","CHRISTMASREALTY.COM"
"231431","H","Homer Town Clerk's Office","iamgrahamx@yahoo.com","31 N Main St","Homer","NY","13077-1153","6077493364","6077494581","912104","Government Offices-City, Village & Twp","www.homerny.org"
"231432","O","Official's Wearhouse","sales@officialswearhouse.com","7300 Pittsford-Palmyra Road","EAST WILLIAMSON","NY","14449","8888067337","null","5311","Retail shops","REFEREEWEAR.COM;USAHOCKEYWEAR.COM"
"231433","C","Century 21 Prevete Real Estate","malaga163@aol.com","70 Manetto Hill Mall","Plainview","NY","11803","5164335777","null","6531","Real Estate","null"
"231434","M","Mitchell Pierson; Jr.; Inc.","mikemorey@frontiernet.com","23 Coach Street; Suite 1B","Canandaigua","NY","14424","5853982211","null","6531","Real Estate","null"
"231435","O","Office Management Service","omselmira@aol.com","P.O. BOX 2873","ELMIRA","NY","14903","6077343491","6077344099","874198","Fuel Management","OMSELMIRA.COM"
"231436","N","Natural Resource Defense Cncl","membership@nrdc.org","40 W 20th St # 11","New York","NY","10011-4231","4158756161","2127272700","811103","Attorneys","www.nrdc.org"
"231437","L","Lighthouse Women''s Residence","shaininc@comcast.net","244 Hempstead Ave","Buffalo","NY","14215-3404","6148911392","7168317877","832259","Health Care Instruction","www.lakeshore.com"
"231438","A","Amore Pizza & Pasta","amorepizza@netscape.net","575 Main Street","ARDSLEY ON HUDSON","NY","10503","9142733535","null","581208","Restaurants","AMOREPIZZAPASTA.COM"
"231439","I","International Academy of Classical Homeopathy","mary.e.roth.buc1@statefarm.com","300 WESTAGE BUSINESS CENTER SUITE 100 - FISHKILL","FISHKILL","NY","12524","8458966661","8458967594","737101","Computer Services","statefarm.com"
"231440","N","NMCRA Connectors Realty","geke@mlslirealtor.com","11201 Liberty Ave","South Richmond Hill","NY","11419","7187389000","null","6531","Real Estate","null"
"231441","G","Glass-N-Wood","claydelay@hotmail.com","115 Roycroft Dr","BUFFALO","NY","14223","7166744489","null","5719","Glass & mirrors","CLAYDELAY.COM"
"231442","S","St Joseph's RC Church","gtrubits@stjosephbuffalo.com","3269 Main St","Buffalo","NY","14214-1386","7168337339","7168330298","866107","Churches","www.stjosephbuffalo.com"
"231443","P","Prudential Douglas Elliman RE","jdaly@mlslirealtor.com","53345 Main Rd Rte 25; P O Box 1145","Southold","NY","11971","6317655903","null","6531","Real Estate","null"
"231444","E","Ethiopian Airlines","yeneneht@ethiopianairlines.com","336 E 45th St # 3","New York","NY","10017-3400","2126929589","2126929555","451201","Airline Companies","www.flyethiopian.com"
"231445","H","Harris Publications","jimmyod123@aol.com","1115 Broadway","NEW YORK","NY","10010","2128071479","null","2721","Publications","GUITARWORLD.COM;REVOLVERMAG.COM;SBOMAG.COM;SLAMONLINE.COM;WOMANSOWN.COM;XXLMAG.COM"
"231446","K","Kintetsu International Express","webmaster@kintetsu.com","1325 Avenue of the Americas - Suite 2001","NEW YORK","NY","10018","2122599609","null","737311","Website Design Service","KINTETSU.COM^^KINTETSULAX.COM"
"231447","e","eric lewis","loobay@earthlink.net","3175GermantownRd.NC37Bartlett","NEWYORK","NY","10015","null","null","9999","Unclassified","ANIMALNN.COM^^ANIMALNN.NET^^ANIMALNN.ORG^^DOINGBOT.COM^^DOINGBOTS.COM^^GEORGEHERRIMAN.COM^^JEROMEGAR"
"231448","G","GCM Solutions;","brian.driscoll@computer.org","301 Washington Ave","PEEKSKILL","NY","10566","9147412216","null","573407","Computer & Equipment Dealers","FIXSIMULATOR.COM^^FIXTESTING.COM^^FIXTOOLKIT.COM"
"231449","C","Charles Professional Sound Sys","alex.elhammoud@l-3com.com","435 Moreland Rd","Hauppauge","NY","11788-3926","6312311711","6312311700","367901","Electronic Equipment & Supplies-Mfrs","www.nardamicrowave.com"
"231450","F","Flashbang Networks LLC","info@flashbangnetworks.com","160 Shoshone st","BUFFALO","NY","14213","null","null","573407","Computer & Equipment Dealers","FLASHBANGNETWORKS.COM"
"231451","P","Police-Evidence Technicians","info@cityofrochester.gov","185 Exchange Blvd","Rochester","NY","14614-2124","5854287256","5854286737","922104","Police Departments","www.cityofrochester.gov"
"231452","C","Century 21","realtor.mmartins@yahoo.com","3344 Jerusalem Ave","Wantagh","NY","11793-2014","5165205738","5168262000","653118","Real Estate","www.century21prevete.com"
"231453","G","GIAMPAOLO; CAROL ANN","joe71146@aol.com","24 BUBENKO LN","FORT MONTGOMERY","NY","10922","null","null","809907","Health Services","OPTIMUNHEALTH.COM^^SHARINGWISDOM.COM"
"231454","M","Merritt Associates; Inc.","bmistriel@merrittrealty.com","26 Popham Rd","Scarsdale","NY","10583","9147238700","null","6531","Real Estate","null"
"231455","B","Beau Productions","modellife@hotmail.com","7017 15th Ave Suite 5C","BROOKLYN","NY","11228","null","7406972520","738999","Business Services Nec","modellife.org"
"231456","M","Mark Niven","4niven@excite.com","1732S.Miller","YONKERS","NY","10704","9143781045","null","9999","Unclassified","REMEMBERUS.ORG"
"231457","O","Oriental Barber & Beauty Salon","spn@seamlessweb.com","1026 Avenue Of The Americas","New York","NY","10018-5492","2123540083","2123540083","724101","Barbers","www.seamlessweb.com"
"231458","N","North Shore Middle School","joseph_renison@northshore.k12.ny.us","505 Glen Cove Ave","Glen Head","NY","11545-1496","5167050324","5167050300","821103","Schools","www.northshore.k12.ny.us"
"231459","G","Goodkind & O'Dea Inc","tstgermain@dewberry.com","15 E 26th St # 13","New York","NY","10010-1523","2126852340","2126850900","871111","Engineers","www.dewberry.com"
"231460","P","Pioneer Piano Corp","info@pioneerpiano.com","244 W 54th St # 12","New York","NY","10019-5502","2125863719","2125863718","573602","Pianos","www.pioneerpiano.com"
"231461","G","Great Bay Services L.L.C","prduff2000@yahoo.com","838 East 215th Street #2","BRONX","NY","10466","7186552944","7187982971","729922","Buyers Information Service","prduff2000.com"
"231462","M","Miller Plumbing","GM@millerplumbing.com","6018 E Henrietta Rd","Rush","NY","14543-9751","NULL","5855331404","171105","Plumbing Contractors","NULL"
"231463","K","Karen Weiner Escalera Associates; Inc.","postmaster@kwepr.com","125 Maiden Lane / 3rd Floor","NEW YORK","NY","10038","2122557403","2122557333","8999","Services NEC","kwepr.com"
"231464","A","AAD Productions","anoushd@sprintmail.com","1255 Fifth Avenue Apt.7K","NEW YORK","NY","10028","2127224757","2125340637","8999","Services NEC","ANOUSH.NET"
"231465","U","US Post Office","ssmctas@email.usps.gov","40 Main St","Cooperstown","NY","13326-9998","3302977238","6075472311","431101","Post Offices","www.usps.com"
"231466","M","MCGUIRE; JIM","jdmcguire@eznet.net","329 Elm St","PENFIELD","NY","14526","3155360105","null","8661","Religious organizations","faithcommunitychurch-geneva-ny.org"
"231467","K","K & A Landscaping","robokoil@aol.com","8198 Main St","Williamsville","NY","14221-6033","7166350531","7166321293","078204","Landscape Contractors","www.kaponds.com"
"231468","M","Morningside Montessori School","info@morningsidemontessori.org","251 W 100th St # 6","New York","NY","10025-5331","2128662128","2123161555","835102","Schools-Nursery & Kindergarten Academic","www.morningsidemontessori.org"
"231469","C","CAMELOT MEDIA STUDIOS","rick.touchette@rcda.org","100 Fuller Road","ALBANY","NY","12204","5184324953","5184278035","7319","Media services","RCDACEMETERIES.COM"
"231470","A","Accent Tom''s Neon Signs","Thomas.Lee@sexyfoxy.com","9906 Northern Blvd","Flushing","NY","11368-1040","NULL","7183356366","399302","Signs (Manufacturers)","NULL"
"231471","B","Body Heat Productions","shari8257@aol.com","2 Deerfeild Court","PORT JEFFERSON STATION","NY","11776","6314739822","null","738999","Business Services Nec","BODYHEATMUSIC.COM"
"231472","J","June Shapiro/Fine Homes & Ests","estebelsky@mlslirealtor.com","200 Middle Neck Rd","Great Neck","NY","11021","5164821111","null","6531","Real Estate","null"
"231473","N","Neighborhood Cleaners Assn","alan@nca-i.com","252 W 29th St # 2","New York","NY","10001-5271","2129672240","2129673002","861102","Associations","www.nca-i.com"
"231474","W","WYATT","caramason@mindspring.com","149 W12th St #1-3","NEW YORK","NY","10010","2126454200","2126271471","737904","Computers","GREATERTALENT.COM"
"231475","H","Harris Media","deckman@redmedia.com","19 Webster Road","BROOKLYN","NY","10010","6463360096","null","731304","Media Brokers","ANACHRONISMPIPES.COM"
"231476","V","Vision Global Realty Inc","vision1realty@aol.com","11249 Roosevelt Ave","Corona","NY","11368","7184247235","null","6531","Real Estate","null"
"231477","n","nd Street","vze2bzg3@verizon.net","null","BROOKLYN","NY","11218","7188713912","12098563194","8999","Services NEC","oliverwebdesign.com"
"231478","S","St Peter's Church","stpeter@northnet.org","114 Cornelia St","Plattsburgh","NY","12901-2718","5185669420","5185669420","866107","Churches","www.saintpeterschurch.org"
"231479","C","Cortland City Building Dept","info@center4art.org","25 Court St # 1","Cortland","NY","13045-2698","6077583658","6077531741","912104","Government Offices-City, Village & Twp","Village & Twp"
"231480","H","Hsh Nord Bank","guenter.femers@hsh-nordbank.com","590 Madison Ave","New York","NY","10022-2524","2124076144","2124076000","602101","Banks","www.hsh-nordbank.com"
"231481","C","Classic Service Realty Inc","jtheluscat@mlslirealtor.com","64A Central Ct","Valley Stream","NY","11580","5165682331","null","6531","Real Estate","null"
"231482","P","Prudential Galeria Real Estate","dfurman@mlslirealtor.com","192 Hillside Ave","Williston Park","NY","11596-1701","5167460440","null","6531","Real Estate","null"
"231483","J","J P Turner & Co","triadinformation@yahoo.com","9017 5th Ave","Brooklyn","NY","11209-5907","9042463435","7187590659","679999","Investors Nec","www.jpturner.com"
"231484","F","Free Mumia Abu-Jamal Coalition-NYC","cybrgrace7@aol.com","48 Eighth Avenue #119","NEW YORK","NY","10013","2123308029","null","8999","Services NEC","FREEMUMIA.COM^^MILLIONSFORREPARATIONS.COM^^MITCHELCOHEN.COM^^MITCHELFORMAYOR.COM^^PLANNEDBUILDINGSER"
"231485","C","Chateaugay Central School","fdavio@chateau.neric.org","42 River Street","CHAMPLAIN","NY","12919","5184976611","5184973170","8211","Schools","CHATEAUGAY.ORG"
"231486","C","CADUCEUS CONSULTING","caduceus_consulting@yahoo.com","1702 Dorset Drive","SOUTH SALEM","NY","10590","9175437048","9143329045","8999","Services NEC","caduceus-consulting.com"
"231487","N","NextSource Inc","jum@nextsource.com","152 West 57th Street 40th Floor","NEW YORK","NY","10018","2127365870","2127369046","175299","Floor Laying Contractor","themlsa.com"
"231488","B","Bedford Park Congregational","whited@ucc.org","309 E 201st St","Bronx","NY","10458-1899","7403824165","7187333199","866107","Churches","www.ucc.org"
